,Unnamed: 0,date,city,duration,summary,posted,state_idaho,state_utah,Changing,Chevron,Cigar,Circle,Cone,Cross,Cylinder,Diamond,Disk,Egg,Fireball,Flash,Formation,Light,Other,Oval,Rectangle,Sphere,Teardrop,Triangle,Unknown,changing,light,other
33001,33001,5/25/16 15:00,Boise,2 minutes,"Large black tube shaped object, 50 ft long, began to ascend into the sky in a slow ""swimming"" motion, until it was no longer visible.",6/10/16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33002,33002,5/19/16 23:00,Coeur d'Alene,20 minutes,Two orange orbs over Canfield Mountain.,5/26/16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33003,33003,5/6/16 22:26,Coeur d'Alene,1 minute,Quiet night on the boat disrupted by shaking and bright lights (wife's perspective),5/10/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33004,33004,5/6/16 22:26,Coeur d'Alene,1 minute,Quiet night on the boat interrupted by shaking and bright lights.  (Husband's perspective),5/10/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33005,33005,4/20/16 13:00,Nampa,30 minutes,Witness bright sphere traveling over the nortwest skies of Idaho.,4/22/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33006,33006,4/9/16 21:15,Priest River,50 seconds,"I noticed a bright light moving in the sky to my left, or north, in and easterly direction, visible in a wide gap.",4/15/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33007,33007,4/8/16 10:15,Post Falls,6 minutes,"I'm a UFO believer... Now!  OMG,",4/15/16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33008,33008,4/3/16 20:00,Post Falls,15 minutes,"Round light with pulsating lights that changed from red to blue and back again. ((NUFORC Note:  ""Twinkling"" star??  PD))",4/15/16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009,33009,4/2/16 22:20,Nampa,7 minutes,It was aware that I was following it.,4/15/16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33010,33010,3/8/16 00:01,Lewiston,5 minutes,"Object with wildly flashing red lights flew past window going south. Made a sudden turn back south, hovered several minutes.",3/11/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33011,33011,2/23/16 20:00,Meridian,3 months,First time I saw it I ignored it.  Thought it was an airplane or some flickering Star that would go away. But every night now for about,2/26/16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33012,33012,2/20/16 16:00,Emmett,4 minutes,"Diamond shaped light hovering over hills, radio station fuzzed out.",2/26/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33014,33014,2/10/16 05:20,Lewiston,6 minutes,Moving satellite looking light with a visible toroidal energy ring.,2/11/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33015,33015,2/9/16 19:00,Boise,10 minutes,I was walking my dog in a SE neighborhood. We walk this trail often so the dog can run freely. I got to the far end of the trail and no,2/11/16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33016,33016,2/2/16 20:15,Boise,3 minutes,"Solitary Red Light in Southern Sky, hovering, moving strangely and suddenly about, then disappearing.",2/4/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33017,33017,2/2/16 01:15,Boise,~1 minute,Dancing disc zig-zags through the sky.,3/4/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33018,33018,1/31/16 20:57,Sandpoint,90 seconds,"Object came in from west to east below approx 500' elevation cloud cover , I thought it was a meteorite.",2/4/16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33019,33019,1/8/16 23:40,Meridian,3 minutes,Rapidly flashing lights.,1/14/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33020,33020,1/2/16 20:00,Meridian,5 minutes,Orange amber orbs drifting westward.,1/5/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33021,33021,12/31/15 00:02,Post Falls,7 minutes,3 bright red circular objects moving slowly southeast.  One was a minute ahead of the other two.  flew slowly then zipped off straight.,1/5/16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33022,33022,12/28/15 20:49,Boise,5 minutes,8-10 large bright orange lights flying in straight line formation at very high altitude with no sound.,1/5/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33023,33023,12/4/15 21:45,Meridian,10 minutes,"15-20 ""craft"" with yellowish lights flying from S to N over South Boise, and Meridian, ID.",12/10/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33024,33024,11/26/15 19:50,Boise,20 minutes,Varying numbers of red lights in the northern sky.  Intermittently appearing and disappearing and forming varying geometric shapes.,12/3/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33025,33025,11/21/15 19:30,Nampa,1 minute,Blue orb below aircraft then moved fast and disappeared.,11/26/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33026,33026,11/21/15 06:15,Idaho falls,30-40 seconds,"I was traveling west on Hwy 20 headed to work at the INL.In the western sky around the Kettle butts area, a large bright white ligh",11/26/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33027,33027,11/13/15 21:00,Gonzales,15,7-14 large amber glowing balls of light traveling together at the same speed.,11/19/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33028,33028,11/13/15 01:05,Boise,1 hour,Lights in sky over southeast Idaho.  Object moved in small bursts both horizontally and vertically.  ((NUFORC Note:  Sirius.  PD)),11/19/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33029,33029,11/10/15 12:05,Meridian,3 minutes,"Rope-like object over Meridian,  Military jets in the immediate vicinity.",11/19/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33030,33030,11/7/15 19:30,Kuna,4 minutes,Saw a big white circular shape with something like a rocket coming from it.,11/12/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33031,33031,11/7/15 19:05,Kuna,3 minutes,Light with cone shaped mist.  ((NUFORC Note:  U. S. Navy missile launch.  PD)),11/19/15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33032,33032,11/4/15 17:45,Caldwell,6 seconds,"4 orange lights appeared in sky south of Caldwell, ID.",11/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33033,33033,11/3/15 23:00,Caldwell,20 minutes,Several rapid moving objects!,11/6/15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33034,33034,10/31/15 08:46,Kuna,5:00,Fireball.,11/6/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33035,33035,10/26/15 18:00,Boise,3 minutes,White light over Boise.  Was this a ufo?,11/19/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33036,33036,10/22/15 19:00,Twin Falls,1 hour,"4 ambers to red lights appeared  for 15-20 seconds, then would disappear.",11/6/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33037,33037,10/18/15 18:00,Kuna,1 minute,"Shiny silver ball moving west to east in daylight over Kuna, Idaho.",11/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33038,33038,10/15/15 23:00,Meridian,1 minute,"A light began blinking across the sky, a relatively big light compared to the stars in the sky.",10/16/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33039,33039,10/14/15 19:30,Eagle,1 minute,Close Encounter of the First kind; two green lights; Strange noise emitted as UFO departed.,10/29/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33040,33040,10/11/15 20:13,Boise,1 minute,"NNW Boise sky.  I got out of my car, looked up and saw a fiery yellow and orange flickering object moving SSE. I thought it was a plane",10/16/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33041,33041,10/10/15 23:00,Kuna,3 seconds,Witnessed a flash of a blue streaked fireball fall from the sky. I think it may have landed somewhere in a nearby fild west,10/16/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33042,33042,10/8/15 23:15,Nampa,15 minutes,The objects moved across night sky lights on then off,10/9/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33044,33044,10/4/15 21:45,Boise,10 minutes,"2 witnesses observed a fiery orange light in the southern sky over Boise, Idaho, at 2145 hours on 4 Oct 2015.",10/9/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33045,33045,9/27/15 22:45,Boise,2 seconds,A bright circular light. turned on then off.,9/29/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33046,33046,9/27/15 20:40,Mountain Home,5 minutes,orange lights towards boise idaho.,9/29/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33047,33047,9/27/15 04:00,Boise,10 minutes,"Awoke early and stood on my balcony, and observed rapid incline of a ?star..however, I never learned about THIS KIND of rising. I picke",9/29/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33048,33048,9/24/15 23:00,Boise,60 seconds,I was walking outside near downtown Boise and saw about 5 lights staggered vertically. I thought it was an odd pattern of stars.,9/25/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33049,33049,9/24/15 20:45,Mountain Home,8 seconds,"Was on the phone looking across the park behind my home. looking southeast toward Twin Falls ID, when I noticed an orange orb, I didn't",9/25/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33050,33050,9/23/15 05:54,Nampa,1 minute,Triangle shaped object with 3 blinking bright blue lights over Nampa heading towards Boise.,9/25/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33051,33051,9/20/15 22:35,Nampa,3.5 minutes,"Standing in the driveway, looking up towards the moon, which is to the WNW, I saw a orange glowing, moving light.",9/25/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33052,33052,9/19/15 15:00,Boise,<1 minute,"Unknown, shiny object in the early evening sky, round in shape.",9/25/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33053,33053,9/10/15 23:00,Rogerson,45 seconds,LIGHTS APPEAR AND DISAPPEAR.,9/11/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33054,33054,9/4/15 21:00,Meridian,10 seconds,I was walking along my neighborhood when i say greenish blue light burst through sky approximately 1 meter by 1 meter. It flashed faste,9/11/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33055,33055,8/30/15 08:30,Boise,50 seconds,Blue light in the sky making 90-degree turns and moving at high speeds.,9/2/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33056,33056,8/12/15 23:00,Rigby,30 seconds,Seen a yellow light make a 90 degree angle that went straight up and out of sight.,8/27/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33057,33057,8/12/15 22:30,Priest Lake,6-8 seconds,"Aug. 12, 2015 10:30pm Location: Near Outlet Bay, Priest Lake, ID.  Five adults viewing the meteor shower witnessed UFO (round, bright).",8/27/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33058,33058,8/11/15 21:20,Plummer,5 minutes,Bright object in sky moving east.  ((NUFORC Note:  Probably a sighting of the ISS.  PD)),8/13/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33059,33059,7/17/15 23:40,Boise,6 seconds,While sky watching from Camelsback Park I witnessed a small object move extremely fast across the sky from the NE to SSW.,7/23/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33060,33060,7/8/15 01:00,Nampa,20 minutes,The thing that caught my attention was that they each attached themselves to each other and detached.,7/10/15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33061,33061,7/5/15 22:14,Nampa,2 minutes,"Red light follows orange light silently, then accelerate away in different directions.",7/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33062,33062,6/30/15 22:40,Boise,1-4 seconds,BRIGHT LIGHT GOING EAST TO WEST AT INCONCEIVABLE SPEED. ANOTHER LIGHT GOING NORTH TO SOUTH MOVING SLOWER AND NOT AS BRIGHT AND GONE.,7/3/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33063,33063,6/27/15,Council,not sure,"Interesting light formation in a forest near Council, ID.  ((NUFORC Note:  Round ""orb"" in photo is lens flare.  PD))",8/2/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33064,33064,6/24/15 02:00,Boise,2 minutes,"Orange fireball in West Boise.  May have landed near Cole street. No noise,",7/3/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33065,33065,6/22/15 20:15,Boise,1 minute,As I parked my car I happen to look up towards boise from the west looking east and saw two UFO traveling from E to W approaching.,6/24/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33066,33066,6/13/15 02:28,Nampa,30 minutes,"Three strange objects in like a V-formation, with 3 or 4 lights that looked red or an orange color.",6/15/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33067,33067,6/12/15 22:39,Boise,.25 hours,Two star-looking lights moving very slowly to the western horizon.,6/15/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33068,33068,6/8/15 23:00,Twin Falls,1.5,Huge bright light shaped as a tear drop with two tentacles changing into the color red,6/15/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33069,33069,6/1/15 21:49,Pocatello,2 minutes,I was sitting outside and noticed a bright orange or red light coming over Scout Mountain it moved from south to northwest in a straigh,6/5/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33070,33070,5/24/15 19:30,Payette/Weiser,2 hours+,"2 ufos scanning the area, moving fast and more nimble than anything we have on earth",5/29/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33071,33071,5/22/15 22:00,Coeur D'Alene,3-4 minutes,Two Large Orange Sphere's on Canfield Mtn,5/29/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33072,33072,5/15/15 21:00,Priest Lake,5 minutes,"At first,three orange hue lights,just below the heavy cloud cover, moved out of the southeast in unison and then faded away and then fo",5/22/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33073,33073,5/14/15 03:18,Moscow,Seconds per incident,Moving star-like lights,5/22/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33074,33074,5/8/15,Saint Maries,10 seconds,Satellite-like object seen moving from S to SW and away from Earth.  ((NUFORC Note:  Satellite??  PD)),5/13/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33075,33075,5/3/15 22:30,Boise,3 seconds,Streaking fiery mass.,5/8/15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33077,33077,5/1/15 21:00,Meridian,Unknown,"It was exactly like the Phoenix lights, and someone has a photo of the formation.",5/8/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33078,33078,5/1/15 00:07,Mountain Home,3 minutes,"Four colored objects moving in formation, moving in unison.",5/8/15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33079,33079,5/1/15 00:07,Mountain Home,3 minutes,"White egg shaped object and 4 round colored objects seen in the southern sky from Mountain Home, Idaho.",5/8/15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33080,33080,5/1/15 00:07,Mountain Home,90 seconds,Saucer shaped object with 18 red blinking light s along it's outer edge.,5/8/15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33081,33081,5/1/15 00:07,Mountain Home,1 minute,"Saucer like object made up of 18 red lights in eastern sky from Mountain Home, Idaho.",5/8/15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33082,33082,4/28/15 22:21,Mountain Home,45-60 seconds,Small light darting across sky NW of the moon.,4/30/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33083,33083,4/22/15 23:00,Mountain Home,5-10 seconds,"Bright orange lights, one appears then disappears, them repeats going across sky about 10-20 meters.",4/23/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33084,33084,4/19/15 03:45,Moscow,seconds per event,Bright 'light-on-a-rheostat' in eastern sky.,4/23/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33085,33085,4/15/15 07:12,Meridian,10 seconds,"Bright/star-like light in high in eastern sky, seemed to sort of hover, then vanished",4/17/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33086,33086,4/15/15 05:05,Homedale,3 seconds,Streak of exceedingly bright light flashed northeast across the sky.,4/17/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33087,33087,4/14/15 21:00,Coeur d'Alene,2-3 seconds,Adult male witness reports seeing two white lights streak from west to east; 80 degrees in two seconds.,4/23/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33088,33088,4/7/15 21:32,Coeur d'Alene/Post Falls,29 minutes,Craft with 4 Red Straight Lined Flashing Lights,4/8/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33089,33089,4/3/15 17:00,Montpelier,30+ minutes,Late afternoon an object was sighted overhead that barely moved for the half hour we were paying attention to it. Without binoculars we,4/17/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33090,33090,3/23/15 20:15,Meridian,15 minutes,"UFO with red lights over Boise, ID.",3/26/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33091,33091,3/9/15 21:00,Salmon,12 minutes,Strange and bright strobe like lights.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),3/13/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33092,33092,3/9/15 20:15,Meridian,30 seconds,Grey color wing shape craft with no lights or sound.,3/13/15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33093,33093,3/6/15 21:45,Mountain Home,10 minutes,5 Red/Orange Orbs/spheres flying over Mountain Home Idaho.,3/13/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33094,33094,3/5/15 08:00,Middleton,20 minutes,"Three bright lights clustered together, hovering in the same place, going dim to bright without a pattern. After 15 minutes, helicopter",3/6/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33095,33095,2/26/15 20:50,Eagle,30 seconds,Changing lights on rapid ascent and descent,3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33096,33096,2/23/15 23:12,Nampa,3 minutes,Huge object moving really fast but not to fast or slow and just disappeared.  ((NUFORC Note:  Re-entering Chinese rocket.  PD)),3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33097,33097,2/23/15 23:00,Boise,3 minutes,A very bright orange fireball with an extremely long tail.  We're pretty sure it was a burning satellite or meteor.,3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33098,33098,2/23/15 22:15,Donnelly,30 minutes,"Pulsing red, blue, green and white light coming from one source with no apparent movement for a long time.",3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33099,33099,2/23/15 22:10,Kootenai (10 miles north},25-45 seconds,Object the size of a car emitting a tail w/ smaller object alongside of it. ((NUFORC Note:  Re-entering rocket.  PD)),3/6/15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33100,33100,2/23/15 20:50,Boise,2 minutes,A bright light streaked N across the sky at a rapid pace with two flaming parallel tails.  ((NUFORC Note:  Re-entering rocket.  PD)),3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33101,33101,2/20/15 12:30,Boise,5 minutes,I saw a huge bright triangular craft that had red lights on each end.  It slowly flew over me while i got out of my car.,3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33103,33103,2/15/15 01:00,Burley,30,Extremely bright light!,1/20/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33104,33104,2/13/15 20:50,Eagle,5 minutes,"Saucer craft, looked like very bright star almost a ""T"" shape light.  Drove under saw shape and light pattern.....",2/20/15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33105,33105,2/10/15 21:10,Twin Falls,35 minutes,3 orangish-red oval fireballs above Castleford,3/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33106,33106,2/2/15 00:40,Fairview,7 minutes,"A larger UFO that was around 5 cylinders together and around 200 feet wide and long, and smaller UFO that was just one cylinder.",2/12/15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33107,33107,1/28/15 17:55,Boise,7 minutes,A red/orange object moving right to left over southwest horizon.  ((NUFORC Note:  We believe it's a contrail.  PD)),1/30/15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33108,33108,1/24/15 19:15,Caldwell,10 minutes,"Caldwell, ID, red orb-like lights high in the sky.",1/26/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33109,33109,1/24/15 19:15,Caldwell,20 minutes,Red lights silently hovering in sky.,1/26/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33110,33110,1/24/15 18:00,Boise,20 minutes,"Green and red lights in an triangle shape over Walmart of Eagle Road and Fairview in Boise, Idaho.",1/26/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33111,33111,1/21/15 21:00,Weippe,8 minutes,6 lights seen flying in different uniformity patterns at night.,1/26/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33113,33113,1/8/15 19:45,Driggs,20 minutes,Red lights flashing some in formation of a triangle 20 minute video.,1/9/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33114,33114,1/2/15 23:00,Nampa,3 minutes,Saw 9 red lights disappear...so scared.,1/7/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33115,33115,1/2/15 19:45,Twin Falls,15 minutes,4 red fireballs near Snake River Canyon.,1/9/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33116,33116,1/1/15 19:45,Twin Falls,15 minutes,4 red fireballs sighted near Snake River Canyon rim.,1/16/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33117,33117,1/1/15 00:30,Boise,20 minutes,Patterned red lights over Boise on New Year's Day 2015,1/7/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33118,33118,12/31/14 20:00,Hayden,4 minutes,"Pinkish circular fireball  orbs in the sky, silent, and then vanishing. I got three out of four on film with my Samsung Galaxy s5.",1/16/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33119,33119,12/16/14 17:30,Caldwell,10 minutes,"Cigar shaped UFO over Caldwell, ID.",12/18/14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33120,33120,12/14/14 07:30,Moscow,3 seconds,"Startled by light while driving,very bright white and red, very low, very fast, looked like it was going to hit ground but went behind",12/18/14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33121,33121,12/9/14 02:00,Twin Falls,15 seconds,6 orange lights above airport in triangle shape and all disappearing.,12/12/14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33122,33122,11/14/14 02:00,Sandpoint,3 minutes,Very vivid image of it in my mind; I will never forget it.,11/21/14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
